transaction_id,customer_id,amount,transaction_date
242810,18027,24.57,2023-03-02
242811,25732,70.32,2024-07-31
242812,14599,107.97,2024-12-21
242813,31620,183.15,2024-10-11
242814,24622,111.2,2023-07-01
242815,2430,137.98,2024-03-10
242816,39810,64.39,2023-12-24
242817,3072,29.35,2023-06-28
242818,15746,162.12,2024-06-08
242819,40362,97.93,2022-09-28
242820,31883,16.88,2022-05-23
242821,12634,113.19,2023-07-22
242822,42168,167.01,2024-08-26
242823,12824,169.39,2024-06-08
242824,5535,170.72,2024-08-18
242825,7090,79.14,2023-08-05
242826,39074,198.24,2024-03-05
242827,3531,187.57,2022-08-13
242828,41760,109.56,2025-02-25
242829,38527,152.95,2023-04-19
242830,49855,177.52,2024-06-29
242831,33283,77.85,2023-02-09
242832,21484,30.54,2022-07-23
242833,18307,168.79,2023-09-05
242834,599,158.55,2024-03-27
242835,33569,185.22,2024-08-24
242836,40616,126.78,2024-10-16
242837,28574,105.26,2024-08-17
242838,13576,127.94,2022-07-09
242839,23735,146.71,2024-03-07
242840,3464,100.16,2023-05-21
242841,8306,154.87,2023-02-06
242842,576,179.92,2024-01-14
242843,44324,147.13,2023-12-13
242844,306,38.18,2023-09-27
242845,32920,62.43,2022-07-21
242846,37405,183.09,2022-07-15
242847,49654,7.03,2023-10-01
242848,3779,95.44,2023-07-14
242849,19528,10.72,2023-04-13
242850,46438,19.98,2024-11-17
242851,27367,163.33,2025-01-01
242852,4645,195.46,2023-03-10
242853,417,80.85,2023-04-23
242854,40925,91.12,2024-05-05
242855,20681,74.16,2022-05-28
242856,19965,140.49,2022-12-07
242857,2170,105.48,2022-11-25
242858,453,164.84,2024-10-22
242859,8152,15.61,2023-09-02
242860,23911,146.88,2023-06-20
242861,45590,119.22,2024-11-18
242862,16958,196.38,2024-06-15
242863,35349,158.74,2023-08-31
242864,36414,93.07,2024-03-13
242865,33277,96.44,2024-11-04
242866,39345,45.57,2023-08-22
242867,9790,128.91,2023-06-11
242868,26589,170.89,2022-12-03
242869,11754,57.12,2024-10-15
242870,43614,125.85,2024-10-06
242871,14625,10.71,2022-06-10
242872,1631,157.81,2023-11-10
242873,10927,195.67,2024-10-14
242874,1890,136.13,2025-01-13
242875,32880,38.12,2024-09-17
242876,9934,106.53,2024-10-30
242877,28420,133.03,2023-06-12
242878,8580,99.95,2023-06-12
242879,20167,192.36,2023-10-22
242880,37768,12.07,2022-11-01
242881,7767,14.18,2024-12-15
242882,7513,118.45,2025-02-23
242883,32305,199.95,2024-11-29
242884,8494,37.78,2022-04-18
242885,45395,171.82,2023-03-14
242886,47403,196.88,2023-07-03
242887,1998,183.01,2023-08-07
242888,24952,190.42,2022-05-28
242889,11165,83.89,2022-10-09
242890,23578,48.72,2022-07-14
242891,42034,59.03,2024-08-06
242892,29920,184.87,2024-03-16
242893,33246,196.08,2023-07-28
242894,25962,62.28,2023-07-11
242895,43141,103.68,2024-09-11
242896,37821,120.09,2023-01-22
242897,45493,42.18,2024-06-22
242898,37688,97.96,2024-01-29
242899,3409,50.5,2023-07-06
242900,45594,182.99,2024-06-03
242901,5345,153.43,2025-01-08
242902,46102,180.76,2024-07-12
242903,8319,69.35,2024-12-01
242904,20305,17.31,2023-05-04
242905,37892,16.28,2024-08-26
242906,43371,157,2023-09-16
242907,20852,148.72,2024-01-30
242908,18998,43.35,2023-01-28
242909,45237,119.33,2023-06-16
242910,14933,152.34,2023-03-11
242911,18848,8.31,2024-08-05
242912,14236,8.16,2025-03-02
242913,19539,137.97,2022-04-14
242914,16131,75.04,2023-08-05
242915,26517,159.52,2024-10-28
242916,20933,150.28,2025-01-25
242917,2074,173.17,2022-08-10
242918,45217,31.51,2023-11-02
242919,5702,147.32,2022-09-15
242920,1690,44.25,2022-12-02
242921,48608,91.91,2023-05-11
242922,2242,135.03,2025-01-10
242923,14757,179.66,2024-02-03
242924,41573,185.54,2022-12-01
242925,35514,154.33,2022-06-26
242926,653,169.4,2023-04-26
242927,8730,24.29,2024-06-15
242928,9508,105.94,2022-08-21
242929,11353,85.31,2024-07-06
242930,11837,81.73,2024-08-20
242931,232,16.78,2025-02-02
242932,37613,15.35,2024-04-04
242933,8332,6.52,2022-08-14
242934,34316,133.57,2023-04-30
242935,42043,186.53,2022-11-25
242936,1723,161.95,2022-09-16
242937,24888,69.27,2023-11-04
242938,9326,90.65,2023-03-18
242939,19729,118.69,2024-11-27
242940,5355,87.54,2022-05-17
242941,848,122.04,2024-03-22
242942,38443,108.53,2023-03-13
242943,33556,64.06,2022-06-21
242944,19096,166.66,2022-09-09
242945,34214,74.82,2022-09-28
242946,26979,12.1,2023-06-16
242947,37087,173.96,2022-12-14
242948,29080,157.37,2024-05-31
242949,39503,100.82,2024-03-28
242950,25421,68.37,2024-02-24
242951,47627,172.09,2023-05-31
242952,2272,139.15,2024-11-20
242953,22114,85.55,2024-12-01
242954,47282,141.68,2022-08-23
242955,12746,70.25,2024-06-27
242956,11225,156.37,2024-03-15
242957,23723,156.42,2024-05-04
242958,31894,13.13,2023-03-09
242959,48624,63.53,2023-10-15
242960,23960,168.65,2024-02-10
242961,48649,85.44,2023-07-18
242962,7735,169.09,2024-09-30
242963,9839,26.67,2022-06-24
242964,36169,134.48,2024-07-31
242965,31801,128.54,2024-10-31
242966,13495,82.07,2023-04-01
242967,35706,102.77,2023-11-07
242968,14942,151.95,2022-10-19
242969,4366,13.48,2023-02-04
242970,39474,25.88,2022-06-15
242971,37193,178.85,2023-07-16
242972,30833,155.23,2025-01-05
242973,12712,116.16,2023-10-15
242974,30107,40.23,2024-04-29
242975,7946,161.52,2025-02-04
242976,47960,21.58,2024-09-22
242977,48478,156.31,2024-09-18
242978,846,16.34,2024-12-25
242979,1442,91.22,2023-10-04
242980,47105,170.18,2024-11-19
242981,28966,22.34,2023-12-01
242982,33524,184.01,2024-06-10
242983,44714,16.24,2024-03-11
242984,49902,157.05,2022-06-11
242985,40003,118.3,2024-07-18
242986,8993,18.88,2023-03-12
242987,30277,51.01,2024-04-27
242988,29639,149.75,2022-04-08
242989,18800,177.39,2023-09-01
242990,25108,32.57,2022-07-09
242991,38848,169.07,2024-03-17
242992,36035,76.44,2023-08-18
242993,3503,61.38,2025-01-27
242994,25850,102.66,2024-06-02
242995,36496,144.22,2023-02-13
242996,29168,105.73,2022-11-06
242997,25620,85.12,2023-03-16
242998,38841,72.39,2022-12-30
242999,28013,176.81,2024-07-20
243000,48560,66.79,2024-07-23
243001,25126,55.14,2023-12-03
243002,18558,166.11,2022-12-28
243003,25391,168.14,2023-07-21
243004,17777,75.5,2024-04-29
243005,25039,29.83,2023-04-17
243006,19693,47.92,2023-05-02
243007,35457,67.19,2024-02-02
243008,37711,30.04,2022-11-07
243009,17105,98.26,2024-10-05
243010,17607,17.47,2022-07-15
243011,33304,82.85,2024-07-07
243012,26274,40.42,2022-08-11
243013,5897,38.31,2022-12-15
243014,4550,98.03,2022-04-15
243015,33281,169.25,2024-05-02
243016,48276,141.02,2023-03-22
243017,7353,35.47,2023-01-09
243018,32588,146.82,2022-03-27
243019,22464,12.61,2022-04-05
243020,33382,88.07,2024-02-10
243021,43298,30.48,2022-10-06
243022,35920,166.59,2023-05-28
243023,19911,86.25,2023-05-17
243024,26357,146.47,2022-06-23
243025,43941,16.84,2024-07-14
243026,44619,173.41,2023-09-26
243027,17492,50.67,2024-12-07
243028,4591,106.85,2022-11-26
243029,41415,155.51,2023-12-17
243030,30095,140.43,2022-10-16
243031,12810,126.95,2024-03-02
243032,9190,21.2,2023-02-27
243033,3569,81.45,2022-10-30
243034,21231,41.54,2022-11-25
243035,23606,138.81,2022-11-01
243036,45374,191.44,2024-09-26
243037,44266,67.16,2022-03-22
243038,14238,92.68,2022-08-25
243039,6058,110.72,2023-03-01
243040,900,28.58,2024-05-27
243041,33295,152.54,2024-05-06
243042,35895,146.68,2022-03-27
243043,30317,90.51,2024-10-07
243044,3628,103.72,2024-01-29
243045,48010,8.32,2025-02-14
243046,40464,127.59,2024-09-15
243047,41210,136.78,2023-05-16
243048,15481,19.02,2022-12-29
243049,5875,187.65,2023-03-09
243050,10448,157.61,2022-09-18
243051,4588,92.49,2022-12-10
243052,44985,191.71,2025-02-05
243053,46319,70.45,2024-09-27
243054,31314,155.31,2024-07-08
243055,26268,55.53,2024-02-20
243056,10655,42.63,2023-02-16
243057,42343,165.04,2022-10-27
243058,46147,44.78,2024-03-31
243059,42151,138.04,2022-08-23
243060,46088,177.66,2023-07-25
243061,19934,62.38,2022-12-03
243062,20144,180.22,2024-10-27
243063,29358,62.24,2023-10-26
243064,43270,64.05,2022-09-08
243065,28618,164.48,2023-10-30
243066,27515,34.36,2022-12-06
243067,42522,38.18,2023-11-18
243068,12176,174.16,2024-07-29
243069,438,33.42,2022-10-10
243070,42622,191.95,2025-02-12
243071,37573,108.16,2022-03-21
243072,41695,131.09,2024-02-22
243073,7440,36.17,2023-08-31
243074,39192,38.96,2022-11-16
243075,4593,98.8,2023-09-19
243076,4730,184.62,2023-07-28
243077,7891,123.74,2022-12-26
243078,17530,159.1,2024-08-30
243079,3785,133.06,2024-05-05
243080,25138,77.07,2023-09-26
243081,48161,108.44,2024-11-17
243082,33641,19.84,2022-12-09
243083,26296,91.63,2022-07-18
243084,3363,21.84,2024-02-23
243085,41293,160.62,2022-06-09
243086,28167,123.37,2024-07-13
243087,33996,91.39,2023-04-25
243088,4260,69.54,2023-04-23
243089,44799,161.51,2022-10-22
243090,48292,149.26,2022-06-16
243091,32324,107.89,2023-05-21
243092,44724,101.79,2024-06-30
243093,26653,155.48,2022-12-15
243094,33040,145.92,2022-11-26
243095,10169,60.21,2024-12-24
243096,16299,177.36,2022-05-12
243097,7506,111.39,2023-08-10
243098,3097,53.75,2022-12-12
243099,39837,61.82,2022-12-12
243100,39195,127.04,2024-08-11
243101,30075,20.14,2024-07-27
243102,9823,38.92,2023-04-09
243103,40442,88.8,2024-01-20
243104,46304,176.21,2022-09-25
243105,22312,104.13,2024-09-08
243106,10937,112.66,2022-09-04
243107,4533,59.84,2023-12-20
243108,36848,126.04,2024-09-22
243109,5110,144.14,2024-03-31
243110,32719,25.77,2022-10-14
243111,11380,53.4,2024-08-11
243112,29368,11.56,2024-10-07
243113,23631,191.96,2023-05-01
243114,39019,7.55,2024-11-18
243115,17886,156.1,2023-10-09
243116,3599,119.12,2024-10-22
243117,47699,136.21,2022-08-25
243118,8876,156.8,2024-08-26
243119,11790,188.37,2022-11-19
243120,10411,70.16,2024-09-14
243121,6047,23.04,2024-01-14
243122,39430,135.83,2023-11-10
243123,25444,46.24,2023-06-16
243124,10929,77.99,2025-02-09
243125,30682,12.57,2023-10-13
243126,14237,97.84,2024-01-01
243127,41426,99.26,2023-04-26
243128,7454,130.44,2023-04-14
243129,6861,56.6,2022-04-15
243130,29819,74.06,2023-04-17
243131,11396,60.45,2023-06-09
243132,43072,91.54,2023-06-26
243133,8977,61.08,2022-12-22
243134,45614,109.6,2022-03-16
243135,10754,145.6,2024-11-15
243136,1042,57.02,2022-06-30
243137,5736,182.69,2023-08-21
243138,31571,136.01,2022-12-13
243139,15649,63.1,2024-03-16
243140,16886,49.41,2024-04-05
243141,37940,128.64,2022-09-20
243142,14093,149.17,2023-11-12
243143,11165,192.1,2023-01-22
243144,35896,139.56,2023-01-26
243145,15935,152.28,2023-04-17
243146,14628,182.7,2023-12-22
243147,32485,167.88,2023-05-28
243148,44050,31.17,2022-09-14
243149,22930,105.75,2024-12-06
243150,700,178.19,2022-05-14
243151,39560,148.35,2024-12-19
243152,42196,43.81,2024-02-03
243153,13563,63.43,2023-10-22
243154,20835,90.74,2024-05-30
243155,9207,185.88,2023-03-17
243156,32681,197.86,2022-05-16
243157,25545,190.64,2023-11-26
243158,45254,20.11,2023-08-21
243159,26958,7.19,2022-12-02
243160,48564,64.7,2024-01-15
243161,6610,140.91,2023-11-19
243162,41540,106.73,2024-09-15
243163,46181,153.13,2022-08-22
243164,43450,142.83,2023-09-17
243165,48854,81.81,2022-08-25
243166,12019,172.03,2023-04-12
243167,23188,173.25,2025-02-11
243168,46500,78.27,2024-08-28
243169,4973,190.2,2022-09-01
243170,45942,87.61,2022-11-18
243171,34782,80.23,2025-01-17
243172,20995,100.7,2024-05-27
243173,40663,70.21,2024-05-28
243174,44298,69.07,2024-07-13
243175,20767,198.16,2023-06-19
243176,15192,37.47,2023-01-16
243177,27402,83.76,2022-12-03
243178,29578,125.16,2024-07-04
243179,47978,167.48,2023-08-28
243180,43505,74.12,2022-08-22
243181,12872,109.27,2024-10-10
243182,23476,111.28,2023-07-28
243183,43370,184.39,2022-03-28
243184,2997,126.52,2023-02-11
243185,26124,170.18,2024-02-13
243186,18544,7.97,2023-06-25
243187,2725,85.88,2022-12-20
243188,28219,85.15,2024-09-29
243189,15757,69.55,2022-06-18
243190,9414,52.36,2023-02-28
243191,36747,155.58,2023-08-25
243192,41809,187.36,2023-09-16
243193,24924,101.21,2024-11-05
243194,39963,60.06,2022-10-12
243195,16521,162.27,2024-09-05
243196,20006,69.37,2024-09-19
243197,20150,180.14,2022-05-01
243198,30837,63.57,2022-07-30
243199,23278,133.98,2024-03-06
243200,30450,28.42,2022-04-03
243201,17839,55.95,2023-10-11
243202,39795,62.23,2024-07-22
243203,35144,104.82,2023-01-10
243204,43378,53.58,2022-10-24
243205,14351,12.98,2022-12-22
243206,15868,136.44,2022-05-22
243207,3549,184.85,2022-06-26
243208,38277,15.49,2024-08-07
243209,32153,22.74,2023-04-23
243210,5567,188.3,2022-03-16
243211,40880,86.45,2023-05-29
243212,17868,161.91,2022-03-25
243213,13906,139.51,2023-08-06
243214,15772,118.53,2025-03-09
243215,10078,147.83,2022-07-18
243216,23898,49.5,2024-01-22
243217,30495,154.88,2023-06-17
243218,22961,152.56,2023-10-24
243219,40801,137.62,2025-01-20
243220,35630,125.13,2022-03-14
243221,15796,150.56,2024-05-20
243222,18730,144.37,2022-11-21
243223,46967,67.25,2022-09-14
243224,46117,6.82,2023-04-21
243225,44254,94.38,2023-12-05
243226,49941,94.23,2024-12-26
243227,23743,55.75,2024-06-24
243228,45737,48.27,2022-11-09
243229,26866,138.59,2023-03-08
243230,42023,53.46,2023-05-01
243231,32476,151.31,2022-12-08
243232,41510,135.87,2023-05-21
243233,47211,25.1,2022-04-04
243234,49440,114.24,2023-04-11
243235,41619,100.48,2025-01-08
243236,17303,138.5,2024-07-03
243237,29052,30.62,2022-08-10
243238,16531,168.38,2023-05-03
243239,45089,112.83,2022-11-09
243240,39647,41.69,2023-12-23
243241,38047,35.21,2022-11-10
243242,10047,156.31,2024-11-10
243243,34417,61.13,2022-11-08
243244,13343,192.95,2024-03-21
243245,41327,46.96,2024-05-30
243246,10563,64.55,2024-08-22
243247,47249,34.41,2023-12-06
243248,25775,11.98,2022-05-08
243249,3057,150.09,2023-03-26
243250,48446,161.38,2023-04-04
243251,47829,102.86,2022-07-28
243252,5225,85.83,2023-03-26
243253,24138,117.32,2022-08-31
243254,14562,99.63,2024-12-25
243255,29966,12.91,2023-02-06
243256,15633,150.31,2023-10-15
243257,21136,129.25,2024-05-23
243258,31462,58.76,2022-09-25
243259,25625,194.94,2024-08-18
243260,26751,78.02,2023-08-19
243261,14128,157.93,2022-03-16
243262,22192,171.59,2022-12-15
243263,41783,116.54,2023-12-09
243264,35776,159.96,2023-06-29
243265,39523,83.28,2023-04-30
243266,7800,121.02,2022-09-02
243267,48253,28.96,2023-12-05
243268,39589,50.26,2023-01-07
243269,11471,123.1,2024-12-08
243270,42352,191.25,2024-09-17
243271,35782,50.07,2024-05-02
243272,8098,156.8,2022-08-04
243273,39863,131.05,2024-06-04
243274,16953,74.05,2023-10-03
243275,10825,19.74,2023-12-29
243276,21417,32.26,2022-06-25
243277,32378,43.95,2024-04-06
243278,16211,110.45,2023-07-27
243279,36867,82.03,2023-05-12
243280,26405,81.6,2023-01-07
243281,37654,54.05,2022-08-06
243282,6496,167.4,2024-09-15
243283,29420,47.34,2023-06-10
243284,38875,101.21,2023-08-01
243285,21885,55.35,2023-01-24
243286,19281,68.46,2023-12-20
243287,26132,187.31,2024-06-11
243288,28385,77.08,2024-04-09
243289,14933,87.83,2023-06-05
243290,27342,198.57,2022-04-02
243291,40797,175.7,2024-09-23
243292,38926,194.48,2023-11-14
243293,47137,42.55,2023-03-30
243294,41963,193.09,2024-09-10
243295,48296,121.87,2024-09-18
243296,26936,89.38,2024-12-26
243297,33066,173.56,2024-10-24
243298,5555,136.49,2023-01-24
243299,4146,82.29,2022-10-19
243300,37751,65.78,2022-11-20
243301,26023,33.68,2024-04-25
243302,33690,126.72,2024-12-27
243303,44916,39.69,2023-08-16
243304,42452,28.96,2024-10-06
243305,42851,100.98,2022-04-28
243306,3730,171.82,2023-01-05
243307,33777,64.1,2022-10-15
243308,2224,194.25,2022-12-02
243309,3260,13.69,2025-02-07
243310,3409,166.69,2024-12-03
243311,29127,130.17,2023-06-18
243312,42616,181.41,2022-06-05
243313,30985,13.66,2023-11-07
243314,32463,102.11,2023-02-03
243315,26985,145.02,2022-03-27
243316,45199,122.91,2022-11-19
243317,33749,190.27,2023-03-20
243318,3493,189.32,2022-06-26
243319,19739,151.19,2022-09-17
243320,20267,187.65,2023-02-21
243321,27867,179.95,2022-12-08
243322,48819,26,2023-09-06
243323,33761,73.83,2022-12-29
243324,20656,7.36,2024-07-04
243325,10125,90.3,2022-09-20
243326,39330,104.78,2024-06-30
243327,23469,142.56,2023-02-20
243328,44643,199.78,2024-03-21
243329,32921,61.64,2022-05-30
243330,2832,161.06,2024-04-12
243331,49201,106.1,2023-02-15
243332,3947,122.02,2024-10-18
243333,39973,8.24,2023-03-20
243334,24203,124.1,2024-09-28
243335,9589,118.78,2024-03-06
243336,6144,157.24,2022-08-04
243337,48290,69.76,2022-03-27
243338,36783,94.27,2023-10-28
243339,27765,22.16,2023-06-29
243340,29305,9.15,2022-10-30
243341,47018,72.82,2022-06-19
243342,30617,129.87,2023-09-25
243343,49220,188.1,2023-01-26
243344,32835,31.93,2023-12-02
243345,41490,77.99,2022-06-10
243346,24388,193.19,2022-11-13
243347,4269,35.63,2023-06-11
243348,1430,117.33,2022-11-04
243349,23053,164.29,2022-12-18
243350,24079,53.98,2023-01-14
243351,2664,132.94,2024-01-23
243352,8020,100.17,2023-09-17
243353,13926,128.77,2024-03-01
243354,41985,63.94,2022-03-27
243355,21602,192.28,2024-06-30
243356,41399,101.41,2025-03-09
243357,47408,152.96,2024-03-30
243358,31395,198.18,2023-05-27
243359,7624,125.84,2024-05-29
243360,36534,188.27,2023-11-16
243361,34019,77.86,2023-11-02
243362,10510,98.73,2024-09-05
243363,35362,21.66,2024-04-13
243364,703,70.86,2024-05-18
243365,20300,101.21,2022-03-27
243366,25509,134.04,2023-08-18
243367,38895,138.45,2022-05-27
243368,16130,83.07,2024-01-13
243369,34608,192.15,2024-05-25
243370,45298,93.6,2022-03-25
243371,5351,46.05,2022-11-13
243372,41738,113.02,2025-02-26
243373,49195,114.75,2024-10-02
243374,41244,180.75,2023-07-25
243375,27060,43.25,2023-07-15
243376,6851,30.71,2023-09-02
243377,22793,28.92,2023-01-22
243378,26823,153.64,2023-04-22
243379,28092,25.82,2025-01-22
243380,35575,13.67,2022-06-26
243381,24322,86.76,2024-04-18
243382,32629,197.13,2023-11-01
243383,44697,174.41,2023-10-09
243384,29309,119.64,2024-09-17
243385,18619,60.49,2023-01-23
243386,24956,116.84,2023-12-26
243387,27636,33.25,2022-12-15
243388,8387,191.18,2022-03-15
243389,40367,145.71,2024-02-20
243390,15480,179.81,2024-02-07
243391,28102,158.98,2022-07-28
243392,24439,18.55,2025-03-02
243393,31238,171.3,2022-04-15
243394,13851,44.75,2023-11-02
243395,29614,7.58,2022-05-19
243396,12375,195.98,2024-09-18
243397,18519,163.4,2024-10-13
243398,20208,64.47,2023-06-03
243399,15763,143.98,2024-07-02
243400,17910,87.17,2023-05-11
243401,37646,104.03,2024-08-15
243402,12517,108.8,2024-04-16
243403,26298,194.49,2024-03-05
243404,19567,77.02,2025-01-03
243405,23900,97.59,2023-11-13
243406,8701,45.98,2024-05-02
243407,6289,194.84,2025-01-08
243408,5347,61.53,2024-08-09
243409,44569,29.49,2024-06-14
243410,33240,105.38,2023-04-26
243411,29648,112.84,2023-09-20
243412,22612,168.64,2025-02-15
243413,44364,52.52,2022-03-26
243414,24383,162.96,2024-08-21
243415,15977,43.36,2024-04-18
243416,49631,41.55,2023-01-07
243417,35516,55.02,2024-06-23
243418,29314,102.32,2023-07-20
243419,16385,61.27,2022-07-10
243420,21606,108.94,2024-05-21
243421,31790,121.53,2024-03-14
243422,47819,47.44,2024-06-24
243423,39822,189.28,2024-03-27
243424,27195,130.05,2023-06-22
243425,21508,64.64,2022-05-11
243426,23874,95.75,2022-12-01
243427,19371,142.11,2024-01-21
243428,16572,109.61,2022-12-11
243429,28406,32.82,2024-12-06
243430,1004,127.96,2023-01-08
243431,19289,174.8,2023-03-06
243432,29041,45.5,2024-09-20
243433,25755,82.14,2024-01-02
243434,49685,130.41,2023-03-11
243435,1776,11.84,2022-06-06
243436,8509,107,2022-04-15
243437,4671,86.61,2023-12-02
243438,43171,130.69,2024-12-25
243439,45482,44.8,2024-09-26
243440,13965,59.3,2024-12-28
243441,42594,20.03,2023-08-30
243442,2124,105.74,2023-03-11
243443,44493,54.66,2023-09-13
243444,10108,155.84,2024-08-08
243445,27189,88.87,2023-06-01
243446,42513,13.35,2025-01-25
243447,27167,170.42,2023-08-12
243448,23513,38.67,2023-07-23
243449,7055,100.69,2023-07-03
243450,11687,73.58,2023-09-12
243451,20579,110.04,2024-08-21
243452,41007,112.42,2022-12-09
243453,11110,122.85,2023-03-12
243454,22991,61.28,2024-03-14
243455,45737,166.42,2023-03-22
243456,4975,143.25,2024-04-12
243457,27739,53.65,2024-12-30
243458,18645,133.54,2023-07-07
243459,47065,8.53,2023-06-14
243460,18999,194.55,2024-06-06
243461,6654,128.55,2022-08-19
243462,8842,20.39,2025-02-10
243463,24903,69.89,2022-08-04
243464,1529,7.07,2022-09-02
243465,4405,46.7,2024-05-24
243466,18180,193.72,2022-07-03
243467,15924,174.64,2024-12-22
243468,14479,89.59,2023-09-29
243469,7970,182.52,2024-03-20
243470,36100,188.6,2024-02-26
243471,46070,73.03,2023-10-16
243472,16584,67.91,2023-03-03
243473,20799,122.05,2024-08-16
243474,9260,108.23,2024-02-25
243475,1667,171.29,2023-06-16
243476,43780,138.98,2023-08-14
243477,8276,147.48,2024-07-29
243478,44110,103.02,2025-02-19
243479,27843,60.17,2023-07-05
243480,1955,76.43,2023-11-27
243481,16706,196.47,2023-07-01
243482,23944,178.84,2024-02-17
243483,40618,132.6,2022-07-31
243484,6524,102.2,2023-11-06
243485,42053,166.7,2023-04-17
243486,26880,49.15,2025-01-21
243487,49181,102.76,2024-02-10
243488,4383,48.03,2023-11-05
243489,12542,104.23,2022-06-11
243490,9851,32.2,2024-03-24
243491,21944,177.41,2022-07-11
243492,22273,71.82,2022-08-30
243493,31250,64.34,2023-02-24
243494,1501,40.63,2022-07-10
243495,122,64.82,2023-06-07
243496,23215,132.88,2023-08-08
243497,27715,143.45,2022-06-07
243498,1519,25.2,2022-10-13
243499,39730,153.3,2024-09-10
243500,21816,106.59,2024-09-11
243501,7278,169.21,2025-01-15
243502,35520,178.36,2024-11-18
243503,43545,122.03,2024-03-01
243504,28714,139.28,2024-01-02
243505,22771,37.52,2023-11-18
243506,15260,31.89,2022-10-29
243507,25402,71.24,2023-12-21
243508,13541,102.15,2023-03-14
243509,33486,159.98,2024-06-25
243510,22813,158.11,2023-11-15
243511,17140,34.17,2023-05-25
243512,34049,69.05,2024-06-26
243513,23940,12.06,2024-01-03
243514,27857,46.41,2024-12-16
243515,31406,129.26,2024-02-28
243516,13405,151.23,2024-01-18
243517,35472,13.88,2023-10-12
243518,318,172.32,2024-03-05
243519,30820,152.73,2025-01-21
243520,21017,119.11,2023-06-28
243521,32321,180.45,2024-10-03
243522,31113,184.32,2023-08-14
243523,39712,37.34,2022-05-16
243524,24868,155.63,2022-03-31
243525,24962,26.83,2022-06-29
243526,20131,25.2,2023-11-28
243527,8211,9.57,2022-12-15
243528,34929,88.17,2022-07-19
243529,16827,47.37,2025-03-05
243530,39893,25.51,2023-01-07
243531,8987,126.27,2024-09-25
243532,13118,78.61,2023-05-24
243533,6495,63.38,2022-12-17
243534,41998,183.43,2022-06-07
243535,3139,6.52,2024-07-13
243536,32517,7.35,2023-01-17
243537,30368,15.82,2023-03-07
243538,900,12.26,2024-03-10
243539,16552,75.02,2023-08-06
243540,43276,98.71,2024-11-14
243541,13968,75.62,2025-01-29
243542,32133,31.76,2023-10-07
243543,30903,25.01,2024-03-15
243544,13096,158.69,2023-11-04
243545,37016,76.88,2023-07-05
243546,39013,122.16,2024-07-01
243547,25433,153.16,2024-03-15
243548,15888,128.86,2024-06-11
243549,10270,81.64,2023-05-20
243550,31751,146.94,2023-02-23
243551,19791,146.08,2022-03-16
243552,47154,121.64,2022-03-23
243553,37359,183.11,2024-02-01
243554,18118,46.63,2024-08-22
243555,18209,178.68,2024-05-31
243556,11607,145.03,2022-03-24
243557,24848,96.08,2023-05-30
243558,20295,101.35,2022-08-21
243559,15870,78.45,2023-03-20
243560,29685,127.48,2022-10-29
243561,27000,169.01,2022-06-12
243562,49831,117.06,2023-01-16
243563,14823,98.9,2023-01-22
243564,10668,141.02,2023-07-10
243565,8086,54.84,2024-04-25
243566,44465,54.86,2024-07-08
243567,42770,146.8,2022-03-27
243568,31175,114.86,2022-07-12
243569,19841,29.31,2023-01-31
243570,20351,163.75,2022-09-14
243571,48714,46.33,2024-02-21
243572,27119,92.9,2024-04-08
243573,27041,48.6,2023-06-11
243574,9426,182.79,2024-12-03
243575,2224,86.73,2024-02-16
243576,9384,161.94,2022-04-24
243577,24119,171.14,2024-08-18
243578,13358,144.89,2024-11-13
243579,41547,198.67,2022-09-11
243580,5789,165.42,2024-11-18
243581,14137,60,2023-04-02
243582,9604,135.42,2022-06-20
243583,44301,70.27,2023-06-10
243584,44351,143.17,2024-02-06
243585,3723,57.06,2022-04-16
243586,24914,12.18,2024-04-22
243587,19908,171.21,2022-11-14
243588,41388,194.81,2022-04-09
243589,46118,177.59,2023-10-28
243590,12000,190.21,2023-06-09
243591,7138,73.37,2023-04-14
243592,20860,132.14,2022-09-28
243593,20890,16.31,2024-05-29
243594,36104,114.16,2024-05-03
243595,5206,99.9,2025-02-27
243596,21103,110.19,2024-04-27
243597,1710,189.97,2022-11-06
243598,16610,28.84,2024-10-06
243599,16206,125.01,2024-10-07
243600,17319,74.89,2022-06-12
243601,24970,85.49,2023-09-09
243602,39945,139.08,2023-12-31
243603,19332,172.92,2023-05-03
243604,34719,145.29,2023-03-20
243605,47697,28.59,2023-11-21
243606,8624,72.3,2022-07-23
243607,46048,11.94,2024-04-30
243608,25128,60.73,2023-03-28
243609,19308,120.53,2024-09-10
243610,45424,23.28,2023-09-29
243611,3006,161.14,2024-03-11
243612,13969,66.99,2024-12-22
243613,47609,168.63,2024-01-10
243614,41084,129.2,2022-10-27
243615,36292,50.75,2023-05-19
243616,6549,167.72,2023-10-24
243617,14059,27.1,2022-11-29
243618,42140,99.77,2025-03-07
243619,32083,107.15,2022-10-05
243620,229,134.44,2023-12-07
243621,20933,161.88,2023-04-08
243622,35245,78.25,2024-08-25
243623,26133,108.7,2022-06-25
243624,36006,85.92,2022-07-16
243625,18471,194.03,2025-03-08
243626,30370,195.1,2024-07-19
243627,19602,71.3,2024-03-25
243628,34773,199.25,2024-07-25
243629,9522,16.63,2023-05-10
243630,5730,24.23,2024-01-04
243631,20923,77.75,2024-11-18
243632,3093,20.54,2025-02-16
