subscription_id,customer_id,plan_type,start_date,end_date,status
56872,47133,Premium,2023-01-09,2025-08-04,Active
56873,859,Basic,2023-06-14,2025-12-16,Active
56874,20696,Premium,2025-02-03,2027-01-07,Active
56875,24077,Basic,2023-05-28,2025-05-23,Active
56876,6670,Basic,2024-09-03,2025-07-23,Active
56877,7361,Standard,2023-03-03,2026-06-03,Active
56878,24932,Basic,2022-11-15,2026-08-13,Active
56879,14522,Basic,2023-04-30,2025-06-22,Active
56880,49720,Premium,2024-03-09,2025-04-17,Active
56881,38202,Basic,2024-09-14,2026-04-19,Active
56882,35184,Basic,2024-07-12,,Active
56883,11241,Basic,2023-07-29,2026-10-17,Active
56884,32507,Basic,2023-07-15,2027-02-08,Active
56885,38703,Basic,2022-10-07,,Active
56886,35296,Standard,2023-04-18,2026-01-06,Active
56887,42859,Basic,2022-04-23,,Active
56888,8610,Premium,2022-07-19,2027-02-07,Canceled
56889,28685,Basic,2023-01-11,,Canceled
56890,6924,Standard,2025-02-22,,Active
56891,1210,Premium,2025-01-10,2026-12-18,Active
56892,7130,Premium,2025-03-09,2026-03-28,Active
56893,10866,Basic,2024-01-25,2025-06-02,Active
56894,44306,Basic,2022-11-06,2026-11-08,Active
56895,48983,Basic,2024-04-12,2026-12-17,Active
56896,35357,Basic,2024-07-03,2026-09-14,Active
56897,43209,Standard,2023-02-18,2025-07-24,Active
56898,919,Standard,2024-11-09,2025-04-12,Canceled
56899,11241,Standard,2024-08-15,2025-12-30,Active
56900,33047,Premium,2023-05-23,2026-01-01,Active
56901,24126,Standard,2023-08-24,2026-01-11,Canceled
56902,33101,Basic,2022-03-14,2025-03-30,Active
56903,27977,Basic,2023-08-16,2025-07-23,Canceled
56904,5171,Basic,2022-08-10,,Active
56905,30223,Basic,2022-09-02,,Canceled
56906,49847,Premium,2023-07-02,2026-10-20,Active
56907,12808,Basic,2024-03-15,2025-10-15,Active
56908,8273,Premium,2023-09-04,2025-09-19,Active
56909,47563,Standard,2024-11-04,2025-05-16,Active
56910,33353,Basic,2022-09-23,2026-11-24,Active
56911,39644,Basic,2022-11-14,,Active
56912,45706,Basic,2022-06-25,2025-04-01,Active
56913,4083,Standard,2025-02-15,2026-01-08,Active
56914,33290,Basic,2022-12-14,,Canceled
56915,21275,Premium,2024-12-10,,Active
56916,4771,Basic,2023-08-20,2025-11-15,Active
56917,7726,Standard,2024-02-25,,Active
56918,20530,Premium,2024-11-22,,Active
56919,36069,Standard,2025-02-09,2025-12-07,Active
56920,6618,Standard,2024-11-18,2027-02-26,Active
56921,17024,Premium,2022-09-05,2025-03-14,Canceled
56922,49998,Basic,2024-12-17,2026-09-15,Active
56923,32261,Basic,2022-08-11,2026-03-21,Active
56924,46201,Basic,2022-10-24,2026-07-07,Active
56925,2386,Standard,2023-08-24,,Active
56926,16017,Standard,2024-08-05,,Canceled
56927,15075,Basic,2024-08-05,2026-12-08,Active
56928,16024,Premium,2023-12-12,2027-01-30,Active
56929,38146,Basic,2024-09-05,2026-04-03,Active
56930,41449,Standard,2024-02-16,2027-01-20,Active
56931,11338,Premium,2023-01-25,,Active
56932,207,Standard,2024-01-09,2025-08-02,Active
56933,35018,Standard,2022-06-20,2025-03-10,Active
56934,42693,Standard,2025-01-31,2025-04-06,Active
56935,22627,Basic,2024-02-18,,Active
56936,29739,Standard,2024-03-01,2026-06-29,Canceled
56937,12639,Basic,2024-08-21,2026-12-12,Active
56938,42181,Basic,2022-05-31,2026-08-09,Active
56939,26981,Basic,2024-12-05,2025-05-12,Canceled
56940,7582,Premium,2022-04-03,2026-10-04,Active
56941,31079,Premium,2024-01-15,2025-05-15,Active
56942,34785,Standard,2022-11-12,2025-07-18,Active
56943,3051,Standard,2022-07-15,2025-08-25,Active
56944,20708,Basic,2024-05-03,2026-07-27,Canceled
56945,8389,Basic,2025-01-18,,Active
56946,5081,Standard,2023-10-03,,Active
56947,14853,Premium,2024-01-09,2025-05-23,Canceled
56948,36378,Premium,2022-05-09,,Active
56949,49901,Standard,2023-03-02,2025-07-19,Canceled
56950,18836,Standard,2023-07-02,2026-06-20,Active
56951,36835,Standard,2022-07-20,2026-05-06,Active
56952,15595,Standard,2022-03-29,2026-01-24,Active
56953,19789,Basic,2022-07-14,2027-01-13,Active
56954,14658,Basic,2023-03-09,2026-08-03,Active
56955,8362,Basic,2022-03-30,,Canceled
56956,31106,Premium,2023-08-24,2025-06-06,Canceled
56957,41483,Standard,2025-02-11,2025-12-11,Active
56958,48733,Basic,2022-08-16,2026-12-27,Active
56959,26475,Basic,2022-11-05,,Canceled
56960,26419,Premium,2023-03-20,2026-09-27,Canceled
56961,11640,Basic,2023-04-01,2025-06-02,Active
56962,42066,Basic,2024-03-17,,Active
56963,6951,Premium,2023-12-24,,Active
56964,48494,Premium,2022-08-29,2026-02-03,Active
56965,23788,Premium,2022-06-09,2026-06-09,Active
56966,41562,Basic,2022-08-05,,Active
56967,11102,Standard,2022-06-11,,Active
56968,27522,Premium,2023-09-08,,Active
56969,41866,Basic,2023-01-08,,Active
56970,9488,Basic,2022-11-10,2025-08-06,Active
56971,4072,Standard,2022-04-01,2025-12-25,Canceled
56972,1682,Basic,2023-07-20,2027-01-17,Active
56973,46029,Basic,2023-05-15,,Canceled
56974,31332,Premium,2023-05-08,2026-08-18,Active
56975,4109,Standard,2025-01-25,2025-06-18,Active
56976,47966,Premium,2024-09-06,,Active
56977,17407,Basic,2024-01-12,,Active
56978,11293,Basic,2023-06-26,2027-01-11,Canceled
56979,39466,Premium,2024-12-29,2025-06-16,Active
56980,11404,Basic,2022-07-15,2026-03-07,Canceled
56981,18393,Standard,2022-04-18,2025-09-26,Active
56982,31011,Standard,2024-09-08,,Active
56983,29443,Premium,2023-11-11,2026-06-07,Canceled
56984,33080,Standard,2022-09-05,2025-11-04,Canceled
56985,8985,Basic,2023-12-25,2026-07-09,Active
56986,16306,Premium,2024-03-09,,Active
56987,18208,Standard,2023-09-10,,Active
56988,3940,Basic,2022-06-26,,Active
56989,31068,Standard,2023-06-25,2027-01-11,Canceled
56990,17025,Premium,2022-06-10,2025-12-30,Active
56991,13184,Basic,2023-07-29,2026-11-29,Active
56992,18889,Basic,2022-11-13,2026-02-26,Canceled
56993,17071,Standard,2023-03-06,2026-02-18,Canceled
56994,37598,Basic,2023-06-08,2026-11-08,Canceled
56995,41329,Basic,2023-01-27,2027-02-06,Canceled
56996,35314,Basic,2024-05-10,2025-05-16,Active
56997,49547,Basic,2022-11-16,2025-08-11,Active
56998,49270,Premium,2024-07-06,2026-09-08,Active
56999,4163,Standard,2022-09-21,,Canceled
57000,23787,Basic,2023-06-28,,Canceled
57001,37495,Basic,2022-11-20,2026-06-13,Active
57002,1454,Premium,2024-10-05,2026-05-09,Canceled
57003,37106,Standard,2024-10-16,,Active
57004,9718,Standard,2022-05-28,2026-10-02,Canceled
57005,2432,Basic,2024-07-08,2026-05-19,Canceled
57006,4667,Basic,2023-12-15,,Active
57007,22020,Basic,2024-10-26,2027-01-18,Active
57008,5400,Standard,2023-04-19,,Active
57009,21402,Standard,2024-05-17,,Canceled
57010,22441,Standard,2024-04-23,,Active
57011,42046,Basic,2025-01-15,,Canceled
57012,4510,Standard,2022-11-14,,Active
57013,30103,Basic,2024-05-14,2026-02-06,Active
57014,23598,Basic,2023-05-15,2025-08-09,Canceled
57015,41967,Premium,2023-02-24,,Canceled
57016,29027,Premium,2024-02-16,2026-03-07,Active
57017,1878,Basic,2023-05-24,2025-06-28,Canceled
57018,12467,Standard,2024-03-01,2026-08-11,Active
57019,17132,Basic,2024-09-30,,Active
57020,19598,Basic,2024-04-27,,Active
57021,12367,Standard,2022-09-27,,Active
57022,36129,Basic,2024-03-26,,Active
57023,45857,Basic,2025-02-05,2025-03-10,Canceled
57024,822,Basic,2022-08-30,2027-02-20,Active
57025,40477,Premium,2022-06-26,2025-10-11,Canceled
57026,19552,Basic,2024-08-22,,Active
57027,14896,Standard,2024-12-27,2025-08-30,Active
57028,5303,Basic,2023-06-15,2026-10-20,Active
57029,28109,Standard,2024-05-31,2026-11-07,Active
57030,22499,Standard,2025-02-08,2026-03-03,Active
57031,12736,Basic,2024-01-26,,Canceled
57032,39470,Standard,2024-01-29,,Active
57033,43830,Basic,2025-01-13,2027-02-25,Active
57034,20127,Premium,2022-08-25,2025-04-25,Active
57035,16622,Basic,2022-05-02,,Canceled
57036,41413,Premium,2022-03-10,,Active
57037,40081,Standard,2024-04-09,2027-02-01,Active
57038,48277,Basic,2022-12-18,,Active
57039,994,Basic,2025-01-28,2026-08-13,Active
57040,22301,Standard,2023-12-23,2025-08-15,Canceled
57041,1163,Premium,2023-12-08,,Active
57042,41183,Basic,2023-01-17,,Active
57043,40498,Basic,2022-11-21,,Canceled
57044,40424,Basic,2023-07-13,2026-09-07,Active
57045,25290,Basic,2023-06-29,2026-11-14,Active
57046,49925,Standard,2024-12-11,2025-03-18,Active
57047,23624,Premium,2025-02-17,2025-04-13,Active
57048,44884,Basic,2023-07-31,2025-09-26,Active
57049,34125,Basic,2023-09-02,,Canceled
57050,32236,Premium,2023-07-30,2025-11-05,Canceled
57051,22594,Basic,2024-06-16,,Canceled
57052,7337,Basic,2024-03-14,,Canceled
57053,2013,Basic,2024-10-20,2027-03-03,Active
57054,36041,Basic,2024-01-18,2027-03-08,Active
57055,29376,Premium,2023-04-29,2025-05-20,Active
57056,2714,Basic,2023-03-20,2025-11-24,Active
57057,3067,Basic,2024-07-18,2026-12-11,Active
57058,39855,Premium,2023-12-31,2025-10-19,Active
57059,27373,Basic,2024-11-17,2025-05-17,Canceled
57060,24081,Premium,2025-01-24,,Active
57061,11686,Basic,2024-09-30,2026-12-01,Canceled
57062,17186,Basic,2024-10-23,2025-05-07,Active
57063,48048,Standard,2023-04-20,2026-09-04,Canceled
57064,47421,Basic,2023-06-28,2026-04-01,Active
57065,7122,Standard,2023-07-17,2026-03-25,Active
57066,29840,Basic,2022-09-20,,Active
57067,20204,Standard,2022-09-26,,Canceled
57068,49807,Basic,2023-12-08,2025-08-01,Active
57069,1301,Standard,2023-06-05,,Active
57070,1036,Premium,2023-11-11,2026-05-06,Canceled
57071,31997,Premium,2023-03-03,,Active
57072,32194,Basic,2024-11-09,,Canceled
57073,6791,Standard,2022-04-23,2025-04-07,Canceled
57074,15343,Basic,2024-09-26,,Canceled
57075,46795,Premium,2023-05-09,2026-05-21,Canceled
57076,18238,Basic,2023-04-05,2025-07-16,Active
57077,2379,Premium,2024-02-07,2025-08-01,Active
57078,16535,Basic,2024-01-30,2027-01-24,Active
57079,41973,Basic,2022-09-27,,Active
57080,18534,Basic,2024-04-24,2027-01-12,Active
57081,42410,Premium,2024-10-23,2025-04-03,Active
57082,12713,Basic,2022-05-04,2025-09-21,Active
57083,12164,Basic,2024-10-13,2026-06-23,Active
57084,27630,Basic,2022-05-09,,Active
57085,27636,Basic,2023-12-15,,Active
57086,28257,Basic,2022-07-31,,Active
57087,16931,Basic,2022-11-20,,Canceled
57088,9310,Standard,2023-02-18,2025-07-20,Canceled
57089,46534,Basic,2022-10-18,,Active
57090,23343,Standard,2023-12-24,2025-05-07,Canceled
57091,29094,Standard,2022-06-13,2026-10-20,Active
57092,25511,Basic,2023-08-23,2025-11-30,Canceled
57093,46424,Premium,2024-06-06,2025-08-22,Active
57094,49859,Premium,2023-07-14,,Active
57095,28321,Basic,2024-01-27,2025-03-17,Active
57096,9591,Standard,2024-01-23,2026-02-10,Active
57097,34141,Basic,2023-04-30,,Canceled
57098,7007,Basic,2024-08-11,2025-05-18,Active
57099,27701,Basic,2022-06-02,2026-11-12,Active
57100,5568,Standard,2022-09-16,,Active
57101,18957,Basic,2023-10-26,2026-09-01,Active
57102,27731,Basic,2024-03-25,,Active
57103,13276,Standard,2024-06-29,2025-05-14,Active
57104,628,Basic,2024-11-02,2026-11-09,Active
57105,45701,Standard,2024-05-13,2025-08-09,Canceled
57106,23069,Basic,2022-06-23,2026-01-16,Canceled
57107,36094,Standard,2023-09-25,2026-02-21,Active
57108,418,Basic,2024-09-07,,Canceled
57109,13502,Basic,2023-09-01,2026-05-30,Active
57110,41284,Basic,2023-04-28,2026-03-08,Active
57111,37557,Premium,2022-11-06,2025-08-12,Active
57112,24506,Standard,2025-03-04,,Canceled
57113,6310,Basic,2025-01-30,,Canceled
57114,37362,Basic,2022-07-27,2026-11-08,Active
57115,37578,Basic,2022-12-23,2026-06-13,Canceled
57116,44223,Standard,2024-01-25,2025-08-26,Active
57117,37440,Standard,2024-03-15,,Active
57118,41562,Premium,2022-08-31,2025-07-13,Active
57119,6117,Premium,2023-07-05,2025-03-11,Active
57120,17686,Basic,2024-07-21,2026-01-24,Active
57121,46956,Premium,2023-12-29,,Active
57122,27286,Premium,2023-12-01,2025-10-01,Active
57123,32973,Standard,2022-07-12,2025-06-05,Active
57124,33322,Standard,2022-09-29,2026-07-12,Active
57125,44280,Basic,2024-12-15,2025-10-21,Active
57126,19469,Basic,2023-12-06,2027-01-01,Active
57127,45698,Basic,2024-12-15,2025-10-21,Canceled
57128,46203,Standard,2022-03-28,2025-04-08,Active
57129,21884,Standard,2023-07-09,,Canceled
57130,37816,Standard,2023-09-27,2026-06-15,Canceled
57131,13378,Basic,2024-06-30,2026-05-07,Active
57132,47961,Premium,2023-03-11,2027-01-25,Active
57133,29490,Standard,2022-04-10,2026-03-23,Active
57134,29552,Basic,2024-11-20,,Active
57135,2090,Basic,2023-06-17,,Active
57136,18815,Premium,2023-08-18,2025-04-23,Active
57137,7588,Premium,2023-03-11,,Canceled
57138,1090,Basic,2022-06-15,2026-09-16,Canceled
57139,20397,Basic,2023-03-22,2026-12-31,Active
57140,45018,Basic,2024-11-20,,Canceled
57141,33152,Basic,2023-03-19,,Canceled
57142,36680,Basic,2025-02-20,,Canceled
57143,477,Basic,2023-05-12,2025-03-19,Active
57144,18137,Basic,2022-09-05,2025-04-24,Canceled
57145,875,Premium,2022-12-13,2026-08-09,Active
57146,36365,Basic,2023-05-22,2025-06-11,Canceled
57147,744,Standard,2025-02-11,2026-09-20,Active
57148,42569,Basic,2022-07-06,2026-03-02,Active
57149,6671,Basic,2024-12-05,2027-01-19,Active
57150,12960,Basic,2024-06-05,,Active
57151,45231,Standard,2024-02-21,,Active
57152,26786,Basic,2022-06-15,2026-04-26,Active
57153,46262,Basic,2024-10-11,2025-12-10,Active
57154,20847,Basic,2023-01-28,,Active
57155,35407,Premium,2022-04-18,2026-08-01,Canceled
57156,4409,Standard,2024-12-13,,Canceled
57157,26123,Standard,2025-02-14,2025-09-17,Canceled
57158,17369,Basic,2023-12-09,,Active
57159,27932,Premium,2023-05-30,,Active
57160,2352,Premium,2024-02-08,,Canceled
57161,12032,Basic,2022-11-06,,Active
57162,1511,Basic,2023-03-06,2026-12-05,Active
57163,41570,Basic,2023-05-24,2025-06-09,Active
57164,23927,Standard,2025-01-30,2025-11-01,Canceled
57165,37047,Standard,2023-12-06,,Canceled
57166,31412,Premium,2024-12-23,,Active
57167,12434,Standard,2022-07-08,2027-01-29,Active
57168,42209,Premium,2023-02-26,2026-02-24,Active
57169,1920,Basic,2023-08-17,2025-06-18,Canceled
57170,666,Basic,2023-12-22,,Active
57171,32137,Premium,2022-03-18,,Active
57172,14069,Standard,2022-04-01,2025-11-13,Active
57173,28454,Basic,2023-06-23,,Active
57174,47160,Premium,2022-12-25,,Active
57175,44336,Basic,2023-01-04,2025-11-09,Canceled
57176,5190,Standard,2023-05-01,,Active
57177,42385,Standard,2023-07-14,2026-07-19,Active
57178,14699,Standard,2022-06-29,2026-07-10,Active
57179,215,Standard,2024-08-10,2026-10-26,Active
57180,8544,Basic,2023-05-20,2026-06-09,Active
57181,26195,Basic,2023-04-19,2026-09-01,Canceled
57182,6712,Standard,2022-05-17,2026-06-27,Active
57183,31833,Basic,2022-07-02,2025-05-19,Canceled
57184,1568,Basic,2022-11-13,,Canceled
57185,22849,Basic,2022-06-01,2025-06-15,Active
57186,13701,Standard,2023-10-23,,Canceled
57187,6349,Basic,2024-12-21,2026-09-24,Canceled
57188,26697,Basic,2024-05-23,,Active
57189,39627,Basic,2023-11-04,,Active
57190,36015,Basic,2024-02-26,2026-04-06,Active
57191,7772,Basic,2022-07-31,2026-08-18,Active
57192,28134,Premium,2023-04-15,2026-07-26,Canceled
57193,22524,Basic,2023-11-28,2025-12-15,Active
57194,14608,Basic,2023-01-27,,Active
57195,8780,Standard,2022-12-23,2026-05-16,Active
57196,21220,Basic,2024-10-28,2026-11-22,Active
57197,37275,Basic,2023-07-10,2027-02-04,Active
57198,48169,Premium,2023-11-22,2026-09-09,Active
57199,28978,Basic,2022-04-03,,Canceled
57200,43237,Standard,2025-02-10,2026-12-24,Active
57201,39346,Basic,2024-09-02,2025-06-27,Active
57202,42291,Premium,2022-06-05,2026-10-29,Canceled
57203,36498,Basic,2025-02-19,2026-01-27,Active
57204,7835,Premium,2024-03-24,,Active
57205,27321,Premium,2022-04-09,,Active
57206,464,Standard,2022-04-09,,Canceled
57207,13623,Basic,2023-11-01,2026-07-02,Active
57208,15157,Premium,2022-05-21,2026-12-18,Active
57209,3354,Basic,2024-11-19,2027-02-19,Canceled
57210,27402,Premium,2022-08-04,2026-09-30,Active
57211,48968,Standard,2023-12-27,2025-06-10,Active
57212,33428,Standard,2023-01-02,2026-12-01,Active
57213,21341,Basic,2022-03-13,2026-02-15,Active
57214,17386,Basic,2023-04-21,2026-03-08,Active
57215,38639,Basic,2024-08-15,2025-05-08,Canceled
57216,13143,Basic,2022-05-13,,Active
57217,42652,Standard,2024-10-15,2025-03-29,Active
57218,15039,Basic,2022-04-29,2026-10-19,Canceled
57219,26309,Standard,2023-01-26,2026-08-19,Active
57220,5084,Basic,2023-05-09,2026-11-12,Active
57221,33845,Basic,2022-11-01,2026-11-13,Active
57222,49242,Basic,2022-11-09,2027-01-09,Canceled
57223,8946,Premium,2023-02-18,2026-07-01,Active
57224,43863,Basic,2022-07-16,2027-02-07,Active
57225,33697,Standard,2023-11-28,2025-08-13,Active
57226,2500,Standard,2023-05-28,2026-03-18,Active
57227,49811,Basic,2023-10-13,,Canceled
57228,3264,Basic,2024-06-09,2025-07-03,Canceled
57229,34978,Premium,2024-07-20,2025-06-25,Active
57230,9722,Basic,2024-11-15,,Canceled
57231,42066,Premium,2022-11-27,2026-05-08,Active
57232,4357,Basic,2022-12-26,2026-04-09,Canceled
57233,22502,Basic,2022-05-10,2026-06-16,Active
57234,445,Basic,2024-05-11,2025-10-16,Active
57235,25812,Premium,2023-02-22,,Active
57236,5923,Basic,2022-08-07,,Active
57237,33828,Basic,2024-07-16,,Active
57238,49984,Basic,2022-04-08,2026-09-03,Active
57239,45270,Basic,2023-04-06,2026-12-06,Canceled
57240,17854,Basic,2024-04-03,2025-12-15,Active
57241,14174,Premium,2022-09-15,2025-09-20,Canceled
57242,41096,Basic,2024-10-29,2025-11-03,Canceled
57243,35957,Basic,2022-03-27,2026-08-15,Active
57244,23194,Basic,2023-03-30,2025-12-01,Active
57245,31226,Basic,2024-04-18,2025-08-02,Active
57246,39644,Premium,2022-10-08,,Active
57247,12696,Standard,2024-08-07,2026-01-17,Active
57248,9869,Standard,2022-04-06,2026-06-24,Canceled
57249,5819,Standard,2024-04-29,,Canceled
57250,43322,Premium,2023-09-19,2025-11-10,Active
57251,43296,Basic,2024-05-29,2026-02-19,Active
57252,16531,Basic,2023-12-13,2026-01-07,Active
57253,4230,Basic,2024-03-07,2025-10-02,Canceled
57254,20676,Basic,2023-05-27,2025-07-21,Canceled
57255,49992,Basic,2024-02-22,,Active
57256,3136,Standard,2025-02-08,2026-11-10,Active
57257,42225,Standard,2022-07-31,2025-05-26,Active
57258,43714,Basic,2023-11-03,,Active
57259,6374,Basic,2024-09-03,2025-03-12,Active
57260,37796,Standard,2023-08-29,2025-03-22,Active
57261,29765,Basic,2022-10-31,2025-11-19,Active
57262,43736,Basic,2022-03-10,2026-02-25,Canceled
57263,10979,Basic,2022-06-29,2026-05-31,Canceled
57264,47704,Premium,2024-06-24,2025-04-17,Active
57265,18681,Standard,2024-09-30,2026-10-28,Active
57266,22281,Basic,2022-04-25,2025-03-21,Active
57267,36253,Basic,2024-04-30,,Active
57268,36952,Standard,2024-05-14,2025-12-08,Active
57269,41614,Basic,2024-02-25,,Active
57270,31194,Standard,2024-08-10,2026-09-27,Active
57271,21204,Standard,2023-07-05,2025-06-04,Canceled
57272,49318,Basic,2022-08-19,2026-07-06,Canceled
57273,8243,Standard,2023-11-20,2025-07-02,Active
57274,22874,Standard,2022-10-28,,Canceled
57275,3544,Basic,2022-05-30,2026-12-08,Canceled
57276,49988,Basic,2022-03-29,2026-05-18,Canceled
57277,10555,Basic,2023-09-26,2025-10-20,Active
57278,48260,Standard,2024-01-05,2026-09-23,Canceled
57279,1540,Standard,2022-08-25,2026-01-28,Active
57280,14322,Basic,2024-10-02,2025-10-28,Canceled
57281,47708,Premium,2022-08-21,2026-03-25,Active
57282,22698,Basic,2024-02-15,2027-02-14,Canceled
57283,43413,Premium,2024-06-24,2026-09-13,Active
57284,47489,Standard,2024-03-25,2026-12-25,Active
57285,41867,Basic,2023-02-24,2025-10-07,Active
57286,37473,Basic,2024-09-26,2026-12-30,Active
57287,46892,Basic,2023-01-11,2027-01-24,Active
57288,38303,Premium,2022-05-13,2025-11-12,Active
57289,49475,Standard,2024-09-16,,Canceled
57290,33775,Standard,2024-06-19,2026-01-24,Active
57291,11297,Standard,2023-12-08,2025-05-19,Canceled
57292,37566,Premium,2024-12-06,2026-08-14,Canceled
57293,18239,Premium,2024-05-12,,Active
57294,15396,Basic,2024-12-28,2027-02-11,Canceled
57295,40580,Basic,2024-08-10,,Canceled
57296,43313,Standard,2023-03-24,2025-12-06,Active
57297,5747,Basic,2024-08-02,2026-06-29,Active
57298,23305,Basic,2025-01-21,2025-10-01,Active
57299,38547,Premium,2022-12-31,2026-11-05,Canceled
57300,925,Premium,2025-02-05,2026-01-28,Canceled
57301,15254,Basic,2025-01-28,2026-02-16,Canceled
57302,23459,Basic,2023-03-11,,Active
57303,12249,Basic,2023-09-02,2025-11-30,Active
57304,8890,Standard,2023-10-10,2027-02-18,Active
57305,32911,Premium,2023-01-07,,Active
57306,42432,Basic,2024-04-15,2025-09-22,Active
57307,42223,Standard,2025-02-19,2025-06-08,Active
57308,9750,Premium,2023-01-26,,Active
57309,24595,Premium,2025-01-05,2026-10-19,Active
57310,46469,Basic,2024-10-25,2025-10-27,Active
57311,22254,Basic,2024-07-24,2025-04-22,Canceled
57312,42753,Premium,2023-01-12,2027-01-15,Active
57313,24902,Standard,2022-04-21,2026-11-14,Active
57314,7183,Standard,2022-03-11,2025-07-22,Active
57315,46605,Standard,2023-02-27,,Active
57316,11528,Standard,2024-02-17,2025-12-05,Active
57317,25559,Standard,2023-10-02,,Active
57318,4731,Standard,2023-11-20,2025-04-04,Canceled
57319,18617,Basic,2023-08-18,2025-07-01,Active
57320,32815,Premium,2022-11-02,2026-08-06,Active
57321,40611,Basic,2023-12-28,,Active
57322,40129,Basic,2024-12-16,2025-08-18,Active
57323,45237,Premium,2024-07-07,2025-08-31,Canceled
57324,10177,Standard,2023-01-04,2026-07-02,Active
57325,29589,Basic,2024-11-09,2026-10-04,Canceled
57326,26967,Standard,2023-10-12,2025-12-02,Active
57327,43265,Standard,2023-05-03,,Canceled
57328,14316,Basic,2024-02-11,2025-12-19,Active
57329,30290,Basic,2023-10-31,2026-08-04,Canceled
57330,2480,Standard,2022-12-18,2025-09-22,Active
57331,3473,Basic,2023-06-15,2026-07-09,Active
57332,10017,Basic,2025-01-02,2026-07-05,Canceled
57333,19282,Basic,2025-02-06,2026-11-25,Active
57334,26917,Premium,2022-04-20,2026-04-07,Active
57335,31922,Standard,2024-04-04,2026-08-22,Active
57336,19019,Basic,2022-10-30,2025-03-11,Active
57337,1165,Basic,2024-12-15,,Canceled
57338,48283,Basic,2024-01-10,,Active
57339,49976,Standard,2024-04-27,2025-04-19,Canceled
57340,29390,Basic,2024-09-26,2026-04-16,Canceled
57341,8058,Standard,2025-01-01,,Active
57342,11042,Basic,2023-06-17,2025-04-03,Canceled
57343,22234,Basic,2024-01-28,2026-01-09,Active
57344,25076,Basic,2025-02-25,2025-09-04,Canceled
57345,46530,Premium,2023-08-11,2025-05-09,Canceled
57346,45064,Basic,2022-08-22,2025-05-08,Active
57347,8794,Basic,2025-02-21,2026-03-05,Active
57348,5980,Standard,2022-03-20,2025-12-20,Active
57349,43926,Basic,2024-04-14,2025-05-04,Canceled
57350,9633,Premium,2024-07-20,,Canceled
57351,22457,Basic,2025-02-24,,Active
57352,3594,Standard,2024-04-28,,Active
57353,18732,Premium,2023-12-15,2026-02-19,Active
57354,26578,Premium,2023-11-16,2027-02-24,Canceled
57355,49067,Basic,2022-05-04,2025-11-23,Canceled
57356,46291,Standard,2023-06-20,,Canceled
57357,3127,Basic,2024-06-25,,Active
57358,27229,Basic,2024-04-17,2027-01-30,Active
57359,18361,Basic,2023-07-18,2025-04-25,Active
57360,35,Premium,2024-02-18,,Canceled
57361,13216,Standard,2023-01-10,2025-11-18,Active
57362,24215,Standard,2023-02-16,2025-10-06,Active
57363,44164,Premium,2025-01-12,2025-12-06,Canceled
57364,47660,Basic,2022-06-18,2025-03-28,Canceled
57365,25239,Basic,2023-01-24,2025-08-18,Canceled
57366,41443,Standard,2022-06-04,2025-04-14,Active
57367,18058,Basic,2023-09-14,,Canceled
57368,20880,Basic,2022-10-18,2027-03-01,Active
57369,23013,Basic,2025-03-03,,Canceled
57370,34837,Standard,2024-11-02,2025-09-12,Canceled
57371,22946,Premium,2022-05-15,2025-10-24,Active
57372,26449,Premium,2025-03-06,2025-11-20,Active
57373,17026,Basic,2023-12-17,2025-08-30,Canceled
57374,13406,Basic,2022-03-18,,Active
57375,3650,Standard,2023-03-20,2026-02-22,Active
57376,39803,Basic,2024-05-18,2026-10-03,Active
57377,40392,Standard,2024-02-13,2025-05-06,Active
57378,40364,Basic,2023-04-16,,Active
57379,30435,Standard,2024-01-03,,Active
57380,14423,Premium,2025-02-13,2025-07-18,Canceled
57381,18022,Basic,2022-04-04,,Canceled
57382,15681,Premium,2024-05-03,,Active
57383,54,Basic,2022-04-19,2026-08-27,Active
57384,6092,Standard,2024-03-24,2026-07-16,Active
57385,22109,Basic,2024-12-06,2026-08-24,Canceled
57386,22183,Basic,2024-04-09,,Active
57387,28808,Basic,2022-07-04,,Canceled
57388,22668,Basic,2022-09-17,2025-08-30,Active
57389,2969,Basic,2024-02-19,,Active
57390,8789,Standard,2023-06-10,2026-06-15,Active
57391,10438,Basic,2024-04-27,2026-06-08,Canceled
57392,41681,Basic,2024-11-08,,Canceled
57393,36268,Standard,2024-12-30,2025-07-06,Active
57394,35139,Standard,2023-04-19,2025-12-20,Canceled
57395,32751,Basic,2022-11-30,2025-07-18,Active
57396,3210,Premium,2023-03-05,2025-08-05,Active
57397,24043,Basic,2023-03-11,2026-11-21,Canceled
57398,34123,Basic,2022-03-23,,Active
57399,49455,Premium,2023-02-19,,Active
57400,7980,Premium,2023-08-05,,Canceled
57401,47722,Basic,2023-04-08,2026-03-21,Canceled
57402,31401,Standard,2024-03-18,2025-12-06,Active
57403,41705,Standard,2023-10-08,2026-07-13,Active
57404,11851,Premium,2023-12-10,2026-10-14,Active
57405,28338,Standard,2022-07-31,,Active
57406,29525,Premium,2023-11-22,2026-09-17,Canceled
57407,41032,Premium,2023-06-11,,Active
57408,25447,Basic,2023-02-15,,Active
57409,6381,Basic,2024-07-12,2025-12-16,Active
57410,14954,Standard,2022-10-08,2026-05-02,Active
57411,6973,Basic,2024-12-07,2027-01-02,Active
57412,28928,Standard,2023-07-22,2025-11-17,Canceled
